Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Orbit ID,Orbit Uncertainity,Eccentricity,Inclination,Hazardous
3761271,3761271,24.4,0.035039264,3,6,0.362341282,14.95651571,FALSE
2088254,2088254,17.6,0.802703167,121,0,0.629687962,1.521417366,TRUE
3370167,3370167,21.4,0.139493823,26,1,0.410133369,21.73466211,TRUE
3445082,3445082,22,0.105816886,12,5,0.265708252,5.55363308,TRUE
3449591,3449591,21.6,0.127219879,19,1,0.356206715,27.70259978,TRUE
3732114,3732114,25.8,0.018388867,10,6,0.239500667,0.900820415,FALSE
2417655,2417655,19.9,0.278326768,31,0,0.403435546,10.53351562,FALSE
3345307,3345307,18.4,0.555334912,19,1,0.536417075,34.67006216,FALSE
3513745,3513745,22.2,0.096506147,15,2,0.068912401,26.99700879,FALSE
3549696,3549696,24.7,0.030517923,22,2,0.099562891,9.315559877,FALSE
3714553,3714553,20.4,0.22108281,28,1,0.190561164,21.09939805,TRUE
3549618,3549618,21,0.167708462,31,0,0.263975938,26.28911314,TRUE
2005604,2005604,17.2,0.96506147,146,0,0.406149982,4.713586626,TRUE
2434313,2434313,19.4,0.350392641,29,1,0.488462449,14.54950709,FALSE
3409646,3409646,24.4,0.035039264,12,0,0.401840005,1.34939935,FALSE
3634275,3634275,23.7,0.048367649,7,7,0.321420618,27.79092219,FALSE
3648863,3648863,19.2,0.384197891,23,2,0.488259181,54.31121512,FALSE
3650848,3650848,26.6,0.012721988,4,7,0.418542839,2.610858395,FALSE
2189630,2189630,17.8,0.732073989,58,0,0.693052276,12.62953845,FALSE
2396593,2396593,19,0.421264611,52,0,0.499365908,23.74080552,FALSE
3580319,3580319,20.3,0.231502122,7,6,0.603279296,37.06625608,FALSE
3065518,3065518,22.3,0.092162655,15,1,0.054290701,26.03711828,FALSE
3599541,3599541,22.4,0.088014652,21,4,0.245827458,8.775281639,FALSE
3745502,3745502,19.5,0.334622375,15,4,0.520823832,23.4834459,FALSE
3164412,3164412,22.6,0.080270317,14,2,0.228982647,15.47493071,FALSE
3467313,3467313,20.6,0.201629919,26,1,0.677797823,4.166763507,FALSE
3520666,3520666,20.8,0.183888672,26,3,0.543888136,7.210834684,TRUE
3545552,3545552,28.1,0.006376098,17,4,0.188232962,0.882742631,FALSE
3079018,3079018,20.6,0.201629919,17,1,0.623634471,9.985439344,FALSE
3564854,3564854,24.6,0.031956189,23,0,0.412638486,2.563673817,FALSE
3662637,3662637,25.1,0.025383703,6,6,0.215454993,11.83231087,FALSE
3752432,3752432,24.3,0.036690614,12,7,0.400980827,10.64182929,FALSE
3249865,3249865,22.3,0.092162655,13,7,0.514157237,8.355333054,FALSE
2153349,2153349,18.5,0.530340723,36,0,0.639207159,10.53794775,FALSE
3125003,3125003,21.2,0.152951935,29,0,0.416646157,8.830020811,TRUE
2001865,2001865,16.84,1.139081967,132,0,0.466929299,16.09515254,FALSE
2189630,2189630,17.8,0.732073989,58,0,0.693052276,12.62953845,FALSE
2341050,2341050,20.3,0.231502122,64,0,0.142473374,7.418828455,FALSE
2452334,2452334,21,0.167708462,33,0,0.189278105,20.79453886,FALSE
3468527,3468527,23.6,0.050647146,12,7,0.367532643,9.67683017,FALSE
2329915,2329915,17.1,1.010543415,35,2,0.79277784,41.3861042,FALSE
3413165,3413165,25.2,0.024241248,22,2,0.228601145,3.068253059,FALSE
3550129,3550129,19.7,0.305179233,23,2,0.439906402,8.941631049,FALSE
3743902,3743902,25.4,0.022108281,18,4,0.150207652,7.10516194,FALSE
3775156,3775156,20.151,0.247944784,8,6,0.239960136,41.70743527,FALSE
2413216,2413216,18.9,0.4411182,39,0,0.301960994,21.95824588,FALSE
3079905,3079905,21.4,0.139493823,28,6,0.492591135,5.859775756,FALSE
2369984,2369984,18.8,0.46190746,74,0,0.287746565,17.63552587,FALSE
3329371,3329371,21,0.167708462,14,7,0.816327646,5.979575792,TRUE
3426410,3426410,21,0.167708462,16,1,0.452792293,8.27869574,FALSE
3606252,3606252,20.6,0.201629919,64,1,0.383606897,4.835215901,TRUE
3663745,3663745,21.1,0.160160338,36,3,0.744335303,11.01689399,TRUE
3761394,3761394,25.8,0.018388867,5,6,0.184136258,12.15731793,FALSE
2138859,2138859,19,0.421264611,63,0,0.531789858,13.15019649,FALSE
3312033,3312033,21.2,0.152951935,20,0,0.122430007,28.94828138,FALSE
3568443,3568443,19.9,0.278326768,46,0,0.195081536,39.04019196,FALSE
3596035,3596035,25,0.02658,10,4,0.099405007,2.644959577,FALSE
3703372,3703372,21.7,0.121494041,18,1,0.212458719,29.65687242,FALSE
2469929,2469929,21,0.167708462,22,0,0.12243869,28.94759777,FALSE
2017511,2017511,17.1,1.010543415,131,0,0.358876678,9.583607775,FALSE
2153311,2153311,17.2,0.96506147,64,0,0.645823075,28.41493579,TRUE
3324630,3324630,18,0.667659414,38,0,0.738427461,16.45220468,TRUE
3422141,3422141,27.1,0.010105434,11,7,0.314246441,1.77761055,FALSE
3484929,3484929,24.5,0.033462237,10,7,0.307129005,16.9314363,FALSE
2424392,2424392,21.9,0.110803882,28,0,0.280023476,3.305783412,FALSE
3102734,3102734,19.9,0.278326768,17,0,0.38948812,26.21190007,FALSE
3144515,3144515,22.4,0.088014652,21,0,0.351090093,2.183009675,FALSE
3354955,3354955,25.5,0.021113245,9,6,0.206613456,14.26871365,FALSE
3626029,3626029,21.9,0.110803882,13,2,0.378540305,26.05279691,TRUE
3724110,3724110,21.1,0.160160338,15,1,0.193873449,32.36162591,FALSE
2004769,2004769,16.9,1.108038821,89,0,0.483169323,8.885155541,TRUE
2356991,2356991,18.9,0.4411182,52,0,0.532484748,8.168524524,TRUE
3081292,3081292,24.4,0.035039264,16,6,0.158653712,3.035105218,FALSE
3608934,3608934,19.2,0.384197891,15,1,0.484338254,7.384810398,FALSE
3680252,3680252,24.1,0.040230458,5,7,0.103170461,13.20663622,FALSE
3725154,3725154,22.4,0.088014652,24,5,0.484043002,10.23793726,FALSE
2136770,2136770,20.5,0.211132445,21,0,0.451712224,25.10976224,FALSE
3753857,3753857,24.7,0.030517923,8,5,0.195811155,4.866661516,FALSE
3422252,3422252,22.1,0.101054342,20,0,0.465607025,1.597392679,FALSE
3266944,3266944,25.6,0.020162992,10,7,0.227255364,6.134197098,FALSE
3091713,3091713,21.2,0.152951935,21,0,0.542486669,5.444723009,FALSE
3529624,3529624,22.9,0.069912523,10,6,0.524622033,10.49177285,FALSE
2361538,2361538,18.6,0.506471459,71,0,0.335197961,40.48111954,FALSE
2465617,2465617,21.4,0.139493823,22,0,0.229796528,9.111115274,TRUE
3070801,3070801,22.5,0.08405334,32,0,0.177246192,1.258410718,FALSE
3072273,3072273,24.8,0.029144391,12,3,0.027959994,5.245386713,FALSE
3082923,3082923,21.6,0.127219879,12,0,0.254507446,23.89713993,TRUE
3744322,3744322,22.6,0.080270317,8,2,0.410633001,17.51596547,FALSE
3092343,3092343,25.3,0.023150212,9,9,0.566083008,6.237579887,FALSE
3559843,3559843,25.1,0.025383703,27,0,0.307568012,3.408069017,FALSE
3768018,3768018,20.3,0.231502122,7,5,0.472753977,35.59543237,FALSE
3092346,3092346,24.4,0.035039264,8,8,0.523202237,4.032112471,FALSE
3092356,3092356,20,0.2658,21,4,0.534166465,10.44153598,FALSE
3409648,3409648,19.7,0.305179233,19,1,0.522425174,45.5027007,FALSE
3771022,3771022,25,0.02658,13,5,0.152523816,2.837680276,FALSE
2354030,2354030,18.5,0.530340723,67,0,0.541289914,4.181419269,FALSE
3549640,3549640,26.8,0.011602591,10,6,0.218438846,4.922640287,FALSE
3674756,3674756,20.2,0.242412481,14,0,0.637131798,22.71505343,FALSE
3727664,3727664,26.6,0.012721988,6,7,0.174671566,12.5624955,FALSE
3745113,3745113,26.1,0.016016034,8,6,0.229795318,15.57264136,FALSE
3773837,3773837,21.308,0.14553082,21,4,0.228574053,21.70083901,FALSE
3780786,3780786,21.378,0.140914271,6,4,0.307725222,24.60649083,FALSE
2387871,2387871,19.1,0.40230458,45,0,0.600065089,10.39392567,FALSE
3092415,3092415,22.5,0.08405334,8,9,0.180400191,15.35668553,FALSE
3092483,3092483,25.1,0.025383703,8,9,0.586211602,5.851546251,FALSE
2162004,2162004,18.2,0.608912622,165,0,0.664511877,7.220327144,FALSE
3092385,3092385,19.2,0.384197891,7,0,0.641697747,15.56481203,TRUE
3092479,3092479,21,0.167708462,25,0,0.18667997,26.51940651,FALSE
3143084,3143084,24.3,0.036690614,15,2,0.201270748,2.341697091,FALSE
3170208,3170208,25.3,0.023150212,7,7,0.354922643,2.737396785,FALSE
3620670,3620670,22,0.105816886,25,1,0.499523958,7.611572905,FALSE
3733849,3733849,28.3,0.00581507,5,5,0.288363535,0.713456461,FALSE
3346477,3346477,21.7,0.121494041,14,5,0.573621859,6.922087066,FALSE
3551475,3551475,23.7,0.048367649,12,5,0.283433449,26.94562709,FALSE
3691589,3691589,21.1,0.160160338,26,1,0.233014959,15.39783205,FALSE
3102686,3102686,19.4,0.350392641,15,1,0.768444423,4.651806602,FALSE
3604484,3604484,24.6,0.031956189,7,7,0.123995623,16.33854515,FALSE
3608936,3608936,20.1,0.253837029,26,0,0.572289714,7.883956698,TRUE
3781708,3781708,26.207,0.015245967,1,6,0.381023864,0.95238206,FALSE
3102702,3102702,20.8,0.183888672,10,6,0.472940136,27.98554011,FALSE
2329390,2329390,19,0.421264611,23,0,0.47970152,27.93419923,FALSE
2350713,2350713,20.7,0.192555078,56,0,0.194694599,6.745458484,FALSE
2413123,2413123,19,0.421264611,64,0,0.556009949,10.9359031,FALSE
3309287,3309287,21.6,0.127219879,25,5,0.5929359,10.93070181,FALSE
3619732,3619732,23.9,0.04411182,9,7,0.453987721,29.06260464,FALSE
3102709,3102709,25.4,0.022108281,13,8,0.715283753,1.628729703,FALSE
2011054,2011054,17,1.058168859,238,0,0.447552663,3.077118482,FALSE
2416151,2416151,20.7,0.192555078,71,0,0.306381812,4.576647732,TRUE
2163364,2163364,18.8,0.46190746,97,0,0.369066204,4.18851565,TRUE
2363163,2363163,17.8,0.732073989,44,0,0.45643504,26.81424346,FALSE
3102700,3102700,21.4,0.139493823,17,6,0.334480186,21.96313765,FALSE
3154513,3154513,21.2,0.152951935,32,0,0.330493066,23.89902643,FALSE
3364640,3364640,23.2,0.060891262,11,6,0.421128418,8.349558505,FALSE
3398652,3398652,19.9,0.278326768,38,0,0.287911423,26.45624871,TRUE
3591611,3591611,21.1,0.160160338,29,0,0.298940662,28.05590627,TRUE
3701710,3701710,20.1,0.253837029,13,1,0.221742465,28.39933564,FALSE
2467352,2467352,21.3,0.146067964,38,0,0.33062276,23.89932942,FALSE
3063789,3063789,23.9,0.04411182,11,6,0.438700045,11.74281001,FALSE
3102728,3102728,20.8,0.183888672,47,0,0.437400691,29.89071891,TRUE
3102762,3102762,24.1,0.040230458,21,0,0.012961256,10.74760092,FALSE
3144532,3144532,18.8,0.46190746,30,1,0.22382214,43.38514381,FALSE
3276398,3276398,22.1,0.101054342,19,4,0.245748511,5.570152516,FALSE
3736405,3736405,23.2,0.060891262,15,5,0.446702254,4.387161439,FALSE
2373579,2373579,18.7,0.483676488,30,0,0.330479574,18.33017807,FALSE
3444300,3444300,25.5,0.021113245,15,7,0.273011894,5.557784938,FALSE
2004660,2004660,18.2,0.608912622,105,0,0.360007302,1.431697833,TRUE
2416002,2416002,20.5,0.211132445,31,0,0.546425327,27.7526366,FALSE
3114020,3114020,20.2,0.242412481,18,1,0.589396298,20.73281965,FALSE
3409651,3409651,19.6,0.319561887,23,1,0.746080501,14.58526317,FALSE
3720978,3720978,20.3,0.231502122,35,0,0.181624575,21.28546587,TRUE
3092114,3092114,26.4,0.013949382,12,6,0.092900873,12.38480391,FALSE
3114033,3114033,26.9,0.011080388,8,9,0.723022419,6.818845543,FALSE
3712472,3712472,20.9,0.175612319,23,3,0.285044696,11.26084364,FALSE
3485263,3485263,22.7,0.076657557,19,6,0.302129751,7.591957852,FALSE
3743123,3743123,23.4,0.055533491,15,0,0.047854214,27.72270533,FALSE
3114037,3114037,20.8,0.183888672,31,5,0.529295243,15.71068628,FALSE
3404494,3404494,24.2,0.038419789,8,7,0.226697249,19.16027087,FALSE
3684008,3684008,21.2,0.152951935,6,6,0.437398953,24.56842188,FALSE
3768016,3768016,23.1,0.063760979,29,3,0.586227351,4.373603627,FALSE
2334412,2334412,20.2,0.242412481,99,0,0.046051831,13.02565861,FALSE
2366470,2366470,19.4,0.350392641,43,0,0.282230725,22.81163393,FALSE
3117427,3117427,24.4,0.035039264,16,5,0.363321385,1.557553733,FALSE
3117446,3117446,24,0.042126461,8,8,0.342039594,6.628118118,FALSE
3645650,3645650,24,0.042126461,12,6,0.096465067,10.21647758,FALSE
3729843,3729843,22.2,0.096506147,8,5,0.589714489,5.716347666,FALSE
3150768,3150768,24.5,0.033462237,14,5,0.051790464,15.26706287,FALSE
3114105,3114105,22.4,0.088014652,7,8,0.423041593,11.2910643,FALSE
2163250,2163250,15.5,2.111324448,117,0,0.539716835,35.02231695,FALSE
2191094,2191094,20.1,0.253837029,24,0,0.641524295,32.1673649,FALSE
2326388,2326388,18.2,0.608912622,89,0,0.496238254,17.95351071,FALSE
3117468,3117468,22.5,0.08405334,22,1,0.462699944,9.488402611,FALSE
3274304,3274304,22.2,0.096506147,28,0,0.233098655,20.89051624,FALSE
3092487,3092487,21.613,0.126460524,10,9,0.557969367,19.40548058,FALSE
3117436,3117436,24.8,0.029144391,12,8,0.428300713,3.79774591,FALSE
2141354,2141354,17.4,0.880146521,159,0,0.450421401,10.91643993,FALSE
3072196,3072196,24.5,0.033462237,16,6,0.057337006,11.63229033,FALSE
3634614,3634614,25.2,0.024241248,5,6,0.323126437,14.59722741,FALSE
3092296,3092296,24.3,0.036690614,12,7,0.168225209,4.625123201,FALSE
3601557,3601557,23.1,0.063760979,25,0,0.283174028,3.286881858,FALSE
3772698,3772698,20.732,0.189738288,23,4,0.331349358,33.19042337,FALSE
3752903,3752903,22.3,0.092162655,13,3,0.334689874,18.03497987,FALSE
3125003,3125003,21.2,0.152951935,29,0,0.416646157,8.830020811,TRUE
3144153,3144153,20.4,0.22108281,41,0,0.359384503,21.5302136,FALSE
2480922,2480922,20.5,0.211132445,45,0,0.359345638,21.53033656,FALSE
3549392,3549392,18.6,0.506471459,42,0,0.518694485,9.80490909,TRUE
3634185,3634185,20.3,0.231502122,30,1,0.230416849,29.57705079,TRUE
3713268,3713268,21.5,0.133215567,16,3,0.480148186,26.71342372,FALSE
3768016,3768016,23.1,0.063760979,29,3,0.586227351,4.373603627,FALSE
3774009,3774009,23.174,0.061624723,14,6,0.223124505,18.49508983,FALSE
2194386,2194386,17,1.058168859,214,0,0.610890004,13.66239765,FALSE
2363267,2363267,19.9,0.278326768,36,0,0.403703531,19.76193514,FALSE
3020976,3020976,21.8,0.116025908,11,7,0.473038298,25.9222366,TRUE
3068066,3068066,26,0.016770846,19,6,0.137739353,5.773028568,FALSE
3333489,3333489,22.2,0.096506147,16,6,0.473471488,14.47305329,FALSE
3614397,3614397,21.2,0.152951935,14,1,0.211873403,35.59247013,TRUE
2036236,2036236,15.9,1.756123185,140,0,0.423677005,58.04213987,FALSE
3120892,3120892,19.4,0.350392641,33,0,0.681327315,30.10883917,TRUE
3519519,3519519,25.5,0.021113245,7,7,0.192859942,20.66296269,FALSE
3691354,3691354,25.5,0.021113245,11,7,0.118717828,6.066858417,FALSE
3120890,3120890,19.6,0.319561887,35,0,0.401295779,38.99716982,FALSE
3746620,3746620,23.4,0.055533491,9,5,0.442251937,7.21488726,FALSE
3455099,3455099,26.9,0.011080388,6,7,0.195253289,12.38971288,FALSE
2488580,2488580,19.6,0.319561887,36,0,0.401263666,38.99895642,FALSE
3154520,3154520,25.2,0.024241248,14,5,0.149764949,10.79535769,FALSE
3261402,3261402,20.5,0.211132445,21,1,0.512284432,14.90243925,FALSE
3446242,3446242,21.6,0.127219879,31,0,0.418451635,4.779855779,FALSE
2481025,2481025,20.6,0.201629919,23,1,0.512288374,14.90253721,FALSE
3762440,3762440,24.2,0.038419789,17,3,0.169139911,12.98883648,FALSE
3127403,3127403,21.2,0.152951935,11,7,0.256313068,19.52001737,FALSE
3600105,3600105,27.5,0.008405334,18,2,0.14628327,3.308377785,FALSE
3686271,3686271,18.2,0.608912622,22,2,0.48644791,21.09269049,FALSE
2472263,2472263,18.2,0.608912622,24,2,0.486399175,21.0909345,FALSE
2005604,2005604,17.2,0.96506147,146,0,0.406149982,4.713586626,TRUE
3295788,3295788,22.1,0.101054342,25,0,0.582267155,7.708022661,FALSE
2475016,2475016,22.1,0.101054342,27,0,0.582335731,7.7087182,FALSE
3127392,3127392,19.6,0.319561887,20,5,0.749191503,6.140257461,FALSE
3127393,3127393,20.3,0.231502122,25,1,0.454856807,6.394433374,FALSE
3672464,3672464,24.4,0.035039264,8,5,0.376164475,13.31622746,FALSE
3711174,3711174,21.8,0.116025908,10,5,0.05238321,5.671502217,FALSE
2302591,2302591,19.7,0.305179233,44,0,0.181240973,12.11108902,FALSE
2459872,2459872,23.3,0.058150704,95,0,0.069939687,4.804114507,FALSE
3363697,3363697,23.9,0.04411182,29,0,0.214761865,0.512814773,FALSE
3605885,3605885,20.8,0.183888672,20,2,0.466503943,13.43041949,FALSE
3170231,3170231,21.6,0.127219879,26,0,0.486207215,7.612151869,TRUE
3350632,3350632,21.2,0.152951935,34,0,0.58024997,5.471217845,TRUE
3449054,3449054,22,0.105816886,70,0,0.307263776,7.916406627,TRUE
2475534,2475534,21.2,0.152951935,39,0,0.580209433,5.471442077,TRUE
3771017,3771017,20.7,0.192555078,7,4,0.557726838,16.4898817,FALSE
2450203,2450203,20,0.2658,33,0,0.288563793,19.97141595,FALSE
3703247,3703247,22.2,0.096506147,16,5,0.573063358,9.291635436,FALSE
3725659,3725659,24.5,0.033462237,15,6,0.358739602,2.057988227,FALSE
2141761,2141761,17.2,0.96506147,78,0,0.508484683,18.90345061,FALSE
2367943,2367943,24,0.042126461,80,0,0.089347985,11.60915288,FALSE
3014792,3014792,20.9,0.175612319,29,0,0.161303292,15.62857488,FALSE
3117446,3117446,24,0.042126461,8,8,0.342039594,6.628118118,FALSE
3131064,3131064,18.3,0.58150704,93,0,0.453653456,26.79932092,FALSE
3133157,3133157,19.7,0.305179233,33,0,0.442865502,22.22711641,FALSE
3552523,3552523,24.9,0.027832677,11,6,0.313483546,4.560152092,FALSE
3630638,3630638,21.6,0.127219879,46,1,0.193231418,3.872223248,FALSE
3132128,3132128,21.9,0.110803882,23,6,0.587359109,6.584502128,TRUE
2363305,2363305,21.4,0.139493823,91,0,0.219856635,3.501435129,TRUE
3558387,3558387,20.6,0.201629919,26,1,0.418731068,20.11205824,TRUE
3724113,3724113,20.7,0.192555078,37,5,0.420755337,9.403324761,FALSE
3726511,3726511,20.4,0.22108281,14,6,0.531126617,16.12663522,FALSE
3134269,3134269,25.4,0.022108281,9,7,0.331335706,6.187272522,FALSE
2387668,2387668,20.4,0.22108281,38,0,0.433361331,22.89329309,TRUE
2408980,2408980,18.6,0.506471459,69,0,0.722467123,15.05073277,FALSE
3459484,3459484,23.2,0.060891262,12,7,0.453701981,20.34537537,FALSE
3648206,3648206,23.3,0.058150704,8,7,0.701711472,6.472294291,FALSE
2088710,2088710,17.6,0.802703167,185,0,0.270040741,21.90092882,FALSE
3560057,3560057,26.2,0.015295194,5,7,0.115413737,13.93227737,FALSE
3766334,3766334,23,0.066765941,5,6,0.311335293,13.21059097,FALSE
3603128,3603128,22.3,0.092162655,14,1,0.374125343,19.80932507,FALSE
2085640,2085640,21.1,0.160160338,62,0,0.485889255,4.513110482,TRUE
2387648,2387648,19.4,0.350392641,19,0,0.437803937,28.8735791,FALSE
3134264,3134264,20.8,0.183888672,30,2,0.309823453,13.54184724,FALSE
3136733,3136733,20.5,0.211132445,19,6,0.378002397,6.425353859,FALSE
3327141,3327141,22.1,0.101054342,8,6,0.095700124,8.894222433,FALSE
2354182,2354182,20.7,0.192555078,34,0,0.238212385,8.701003532,TRUE
2401954,2401954,18.8,0.46190746,34,1,0.286890658,1.327445309,TRUE
3293790,3293790,25.6,0.020162992,10,5,0.232735564,25.63152561,FALSE
3758924,3758924,20.7,0.192555078,6,5,0.197865831,14.31396094,FALSE
3767262,3767262,20.5,0.211132445,15,6,0.697931383,10.93335372,FALSE
3180147,3180147,23.1,0.063760979,17,6,0.270554784,4.418289254,FALSE
3354740,3354740,21.2,0.152951935,20,1,0.501879599,19.43556818,FALSE
3548887,3548887,28,0.006676594,13,4,0.127339996,1.154579118,FALSE
3549618,3549618,21,0.167708462,31,0,0.263975938,26.28911314,TRUE
3603226,3603226,20.3,0.231502122,20,0,0.392299097,36.32754126,FALSE
3613389,3613389,23,0.066765941,8,6,0.228620343,5.45571734,FALSE
2495168,2495168,20.3,0.231502122,21,0,0.392299097,36.32754126,FALSE
2283729,2283729,17.9,0.699125232,63,0,0.163520283,20.20505107,FALSE
2450237,2450237,22.9,0.069912523,33,0,0.217248311,2.101259044,FALSE
3576629,3576629,20.3,0.231502122,20,0,0.603518349,11.44962928,FALSE
3725757,3725757,25.7,0.019255508,12,4,0.144112198,1.630523002,FALSE
3065824,3065824,20.6,0.201629919,17,2,0.156563795,20.13600658,FALSE
3170202,3170202,20.3,0.231502122,26,0,0.198675037,19.46966272,FALSE
3519453,3519453,27,0.010581689,12,6,0.293154891,2.521330956,FALSE
2154302,2154302,17.6,0.802703167,50,0,0.561672899,28.81905421,TRUE
3408650,3408650,26.6,0.012721988,11,6,0.202250654,6.887124889,FALSE
3467314,3467314,21.4,0.139493823,57,0,0.17931619,6.844175505,FALSE
2470975,2470975,21.4,0.139493823,60,0,0.179299324,6.844233517,FALSE
3764727,3764727,28.8,0.004619075,6,7,0.237907753,0.646735146,FALSE
2417201,2417201,19.7,0.305179233,49,0,0.064189996,34.14575596,FALSE
3690051,3690051,20.3,0.231502122,37,2,0.422619179,24.21455871,TRUE
2302169,2302169,19.9,0.278326768,22,0,0.777481313,25.39730482,TRUE
2345705,2345705,18.6,0.506471459,147,0,0.421291039,31.02287423,FALSE
2434188,2434188,18.8,0.46190746,30,0,0.762684927,23.34522109,TRUE
3145501,3145501,18.6,0.506471459,37,0,0.333939793,33.67857535,FALSE
3307228,3307228,21.2,0.152951935,26,0,0.266289249,17.2195185,TRUE
3646599,3646599,19.5,0.334622375,74,1,0.425255594,18.14867878,TRUE
3759293,3759293,23.6,0.050647146,5,6,0.522478583,5.152429791,FALSE
2474425,2474425,18.8,0.46190746,56,0,0.333956766,33.68128388,FALSE
2482796,2482796,19.5,0.334622375,78,1,0.425220146,18.14805014,TRUE
2152754,2152754,19.1,0.40230458,55,0,0.497345757,2.020707348,TRUE
2345722,2345722,18.2,0.608912622,50,1,0.334752182,18.50831568,FALSE
2441304,2441304,20.9,0.175612319,29,1,0.102425287,2.661019352,FALSE
3025766,3025766,22.1,0.101054342,24,0,0.519454087,2.031544612,TRUE
3276398,3276398,22.1,0.101054342,19,4,0.245748511,5.570152516,FALSE
3309832,3309832,24.6,0.031956189,10,7,0.296629837,15.59032968,FALSE
3627109,3627109,27.3,0.009216266,7,7,0.136236012,1.888478334,FALSE
3674659,3674659,23.6,0.050647146,21,5,0.194667208,7.756198316,FALSE
3147550,3147550,25.5,0.021113245,6,9,0.556364494,7.069443565,FALSE
2052381,2052381,20,0.2658,83,0,0.144095765,7.725425258,FALSE
2267221,2267221,19.8,0.291443905,80,0,0.659670171,1.660280613,TRUE
3102762,3102762,24.1,0.040230458,21,0,0.012961256,10.74760092,FALSE
3449126,3449126,20.7,0.192555078,22,0,0.454299015,12.50714493,FALSE
2481965,2481965,20.7,0.192555078,27,0,0.45421512,12.50599868,FALSE
2208115,2208115,20.7,0.192555078,29,0,0.354809028,23.29340241,TRUE
2267720,2267720,18.9,0.4411182,54,0,0.719716285,21.15590087,TRUE
3005969,3005969,22.3,0.092162655,22,1,0.397377018,6.858816002,FALSE
3739413,3739413,22.9,0.069912523,10,6,0.561751282,3.744017549,FALSE
3766361,3766361,22.5,0.08405334,24,5,0.34779834,1.707604478,FALSE
2250458,2250458,18,0.667659414,102,0,0.49289124,35.55663293,FALSE
3423027,3423027,22.6,0.080270317,17,2,0.042368421,8.954255456,FALSE
3448069,3448069,22.8,0.073207399,19,0,0.620483004,3.951617569,FALSE
3552523,3552523,24.9,0.027832677,11,6,0.313483546,4.560152092,FALSE
3616699,3616699,24.2,0.038419789,8,5,0.141491798,8.430289165,FALSE
3463371,3463371,20.8,0.183888672,19,1,0.299153918,21.03334898,FALSE
2405189,2405189,20.6,0.201629919,34,0,0.080550467,13.69555451,FALSE
3689018,3689018,26,0.016770846,4,7,0.28210891,20.02617053,FALSE
3558379,3558379,28.5,0.005303407,9,6,0.373055605,10.42288418,FALSE
3638286,3638286,24.9,0.027832677,7,7,0.464383258,4.873367485,FALSE
3743123,3743123,23.4,0.055533491,15,0,0.047854214,27.72270533,FALSE
2163691,2163691,17,1.058168859,53,0,0.522729559,40.88450899,FALSE
3050514,3050514,24.1,0.040230458,19,0,0.540331709,0.550861578,FALSE
3371362,3371362,19.8,0.291443905,9,6,0.598247019,9.446306275,FALSE
3522123,3522123,20.8,0.183888672,26,0,0.436986933,16.92122311,TRUE
2468727,2468727,20.8,0.183888672,29,0,0.436955196,16.92088157,TRUE
3772396,3772396,20.62,0.199781365,11,5,0.358258219,22.92432497,TRUE
3136736,3136736,21.6,0.127219879,18,0,0.195894881,6.689356639,FALSE
3267065,3267065,22.8,0.073207399,21,2,0.184882264,2.300296344,FALSE
3388356,3388356,22.7,0.076657557,17,0,0.265169141,26.20153075,FALSE
2488615,2488615,21.6,0.127219879,19,0,0.195969812,6.689210334,FALSE
3117468,3117468,22.5,0.08405334,22,1,0.462699944,9.488402611,FALSE
3608622,3608622,24.3,0.036690614,7,7,0.294017978,26.49645631,FALSE
3602933,3602933,22.3,0.092162655,21,2,0.271549413,4.693510679,FALSE
2026379,2026379,18,0.667659414,24,1,0.576100293,8.687526233,FALSE
3151655,3151655,22.4,0.088014652,22,1,0.582092867,6.604606155,FALSE
3712947,3712947,26.1,0.016016034,10,7,0.503070751,8.826118405,FALSE
3736406,3736406,22.2,0.096506147,11,5,0.38041725,17.86485623,FALSE
3143112,3143112,21.6,0.127219879,17,1,0.222329966,20.13103937,FALSE
3151654,3151654,19,0.421264611,25,0,0.397531032,40.55116657,FALSE
3152322,3152322,24.7,0.030517923,8,7,0.228830121,12.24793731,FALSE
3409432,3409432,19.7,0.305179233,32,0,0.326263276,36.11801244,FALSE
3590077,3590077,19.3,0.366906138,34,1,0.463403965,20.72734913,FALSE
3591267,3591267,18.2,0.608912622,23,1,0.740701815,30.80286136,FALSE
2488640,2488640,19,0.421264611,27,0,0.397478915,40.5504084,FALSE
3608565,3608565,22.1,0.101054342,12,7,0.469128909,13.91027876,FALSE
2264993,2264993,20.4,0.22108281,42,0,0.410814052,3.146043275,TRUE
2293054,2293054,18.4,0.555334912,67,0,0.767268865,6.079951142,FALSE
2350462,2350462,22.1,0.101054342,45,0,0.118703189,5.502983575,FALSE
3152308,3152308,20.6,0.201629919,28,0,0.31771746,55.83220241,FALSE
3562320,3562320,25.6,0.020162992,10,7,0.198610407,15.29060134,FALSE
3717082,3717082,21,0.167708462,15,4,0.169415417,31.16187939,TRUE
2467347,2467347,20.6,0.201629919,32,0,0.317744446,55.83310949,FALSE
3753024,3753024,22.9,0.069912523,13,3,0.319291441,5.606767849,FALSE
3672907,3672907,21,0.167708462,12,3,0.358281192,12.75020072,FALSE
2085990,2085990,20.2,0.242412481,229,0,0.311389692,5.31908439,TRUE
3582516,3582516,21.7,0.121494041,22,1,0.134241372,9.786673703,TRUE
